date,open,high,low,close,adj_close,volume
2015-10-06 00:00:00-04:00,3.671999931,3.742000103,3.500999928,3.621000051,3.621000051,2809000
2015-10-07 00:00:00-04:00,3.601000071,3.736999989,3.590199947,3.73300004,3.73300004,2363000
2015-10-08 00:00:00-04:00,3.720999956,3.900000095,3.644999981,3.823999882,3.823999882,4720000
2015-10-09 00:00:00-04:00,3.839999914,3.887200117,3.660000086,3.701999903,3.701999903,1640000
2015-10-12 00:00:00-04:00,3.703999996,3.734200001,3.049999952,3.430999994,3.430999994,8194000
2015-10-13 00:00:00-04:00,3.496999979,3.559999943,3.305999994,3.312000036,3.312000036,1912000
2015-10-14 00:00:00-04:00,3.348999977,3.450000048,3.223500013,3.364000082,3.364000082,2947000
2015-10-15 00:00:00-04:00,3.364000082,3.441999912,3.319999933,3.414000034,3.414000034,2626000
2015-10-16 00:00:00-04:00,3.450999975,3.459000111,3.339999914,3.433000088,3.433000088,2690000
2015-10-19 00:00:00-04:00,3.427999973,3.489000082,3.311000109,3.335999966,3.335999966,2958000
2015-10-20 00:00:00-04:00,3.344000101,3.352999926,3.118999958,3.150000095,3.150000095,2847000
2015-10-21 00:00:00-04:00,3.154000044,3.253999949,3.131999969,3.194999933,3.194999933,1534000
2015-10-22 00:00:00-04:00,3.226999998,3.244999886,3.171000004,3.200999975,3.200999975,2293000
2015-10-23 00:00:00-04:00,3.197999954,3.243400097,3.108999968,3.165999889,3.165999889,1998000
2015-10-26 00:00:00-04:00,3.165999889,3.174999952,3.075999975,3.107000113,3.107000113,1080000
2015-10-27 00:00:00-04:00,3.068000078,3.104000092,2.971999884,3.104000092,3.104000092,2962000
2015-10-28 00:00:00-04:00,3.062000036,3.124000072,3.026000023,3.111999989,3.111999989,1091000
2015-10-29 00:00:00-04:00,3.082000017,3.201999903,3.010999918,3.15899992,3.15899992,1715000
2015-10-30 00:00:00-04:00,3.148999929,3.249000072,3.099999905,3.221999884,3.221999884,2607000
2015-11-02 00:00:00-05:00,3.236000061,3.361999989,3.09100008,3.095999956,3.095999956,3020000
2015-11-03 00:00:00-05:00,3.105000019,3.174999952,2.963999987,3.144000053,3.144000053,5540000
2015-11-04 00:00:00-05:00,3.372999907,3.392999887,2.963000059,3.174999952,3.174999952,9637000
2015-11-05 00:00:00-05:00,3.250999928,3.354000092,3.13499999,3.161999941,3.161999941,5636000
2015-11-06 00:00:00-05:00,3.160000086,3.240999937,3.148999929,3.154000044,3.154000044,4018000
2015-11-09 00:00:00-05:00,3.163000107,3.164000034,2.973999977,3.023000002,3.023000002,2992000
2015-11-10 00:00:00-05:00,3.00999999,3.045000076,2.819999933,2.858999968,2.858999968,3445000
2015-11-11 00:00:00-05:00,2.882999897,2.900000095,2.769999981,2.818000078,2.818000078,3108000
2015-11-12 00:00:00-05:00,2.799999952,2.989000082,2.757999897,2.885999918,2.885999918,5408000
2015-11-13 00:00:00-05:00,2.892999887,3,2.816999912,2.832999945,2.832999945,3688000
2015-11-16 00:00:00-05:00,2.825999975,2.862999916,2.638000011,2.734999895,2.734999895,7292000
2015-11-17 00:00:00-05:00,2.650000095,2.700000048,2.552999973,2.638999939,2.638999939,26041000
2015-11-18 00:00:00-05:00,2.687000036,2.799999952,2.650000095,2.799999952,2.799999952,19074000
2015-11-19 00:00:00-05:00,2.799999952,2.971999884,2.78399992,2.944999933,2.944999933,12337000
2015-11-20 00:00:00-05:00,2.950000048,2.960000038,2.772000074,2.822999954,2.822999954,8842000
2015-11-23 00:00:00-05:00,2.815000057,2.900000095,2.786099911,2.887000084,2.887000084,3863000
2015-11-24 00:00:00-05:00,2.845999956,2.845999956,2.680999994,2.694999933,2.694999933,11926000
2015-11-25 00:00:00-05:00,2.724999905,2.767800093,2.625999928,2.644000053,2.644000053,9340000
2015-11-27 00:00:00-05:00,2.680000067,2.697999954,2.630000114,2.671000004,2.671000004,3141000
2015-11-30 00:00:00-05:00,2.690000057,2.696000099,2.621999979,2.634000063,2.634000063,5098000
2015-12-01 00:00:00-05:00,2.618000031,2.670000076,2.618000031,2.628000021,2.628000021,4330000
2015-12-02 00:00:00-05:00,2.631999969,2.657000065,2.579999924,2.641000032,2.641000032,3855000
2015-12-03 00:00:00-05:00,2.650000095,2.687999964,2.612999916,2.683000088,2.683000088,6137000
2015-12-04 00:00:00-05:00,2.684999943,2.74000001,2.654000044,2.711999893,2.711999893,6293000
2015-12-07 00:00:00-05:00,2.663000107,2.714999914,2.654000044,2.687999964,2.687999964,6162000
2015-12-08 00:00:00-05:00,2.640000105,2.678999901,2.604000092,2.648000002,2.648000002,4732000
2015-12-09 00:00:00-05:00,2.628000021,2.628000021,2.441999912,2.480999947,2.480999947,9383000
2015-12-10 00:00:00-05:00,2.480999947,2.520499945,2.454999924,2.496000051,2.496000051,5648000
2015-12-11 00:00:00-05:00,2.463000059,2.528000116,2.453999996,2.476000071,2.476000071,1912000
2015-12-14 00:00:00-05:00,2.463000059,2.5,2.415999889,2.45600009,2.45600009,2902000
2015-12-15 00:00:00-05:00,2.448999882,2.556999922,2.440000057,2.536000013,2.536000013,5266000
2015-12-16 00:00:00-05:00,2.549999952,2.635999918,2.529000044,2.621000051,2.621000051,6101000
2015-12-17 00:00:00-05:00,2.628999949,2.680000067,2.615999937,2.653000116,2.653000116,3737000
2015-12-18 00:00:00-05:00,2.617000103,2.637000084,2.530999899,2.530999899,2.530999899,3531000
2015-12-21 00:00:00-05:00,2.549999952,2.573999882,2.405999899,2.444999933,2.444999933,2729000
2015-12-22 00:00:00-05:00,2.450000048,2.48300004,2.422199965,2.46600008,2.46600008,1838000
2015-12-23 00:00:00-05:00,2.469000101,2.529000044,2.457000017,2.492000103,2.492000103,1418000
2015-12-24 00:00:00-05:00,2.493999958,2.545000076,2.493000031,2.53399992,2.53399992,1039000
2015-12-28 00:00:00-05:00,2.52699995,2.546000004,2.476000071,2.483999968,2.483999968,1125000
2015-12-29 00:00:00-05:00,2.500999928,2.568000078,2.488100052,2.517999887,2.517999887,1846000
2015-12-30 00:00:00-05:00,2.512000084,2.655999899,2.512000084,2.59800005,2.59800005,2429000
2015-12-31 00:00:00-05:00,2.585000038,2.619999886,2.522000074,2.579999924,2.579999924,2349000
2016-01-04 00:00:00-05:00,2.542000055,2.583499908,2.451999903,2.572000027,2.572000027,6018000
2016-01-05 00:00:00-05:00,2.549999952,2.650000095,2.526000023,2.530999899,2.530999899,4182000
2016-01-06 00:00:00-05:00,2.494999886,2.53399992,2.417999983,2.529999971,2.529999971,2566000
2016-01-07 00:00:00-05:00,2.5,2.558000088,2.463000059,2.467000008,2.467000008,4160000
2016-01-08 00:00:00-05:00,2.5,2.536999941,2.470000029,2.493000031,2.493000031,1374000
2016-01-11 00:00:00-05:00,2.494999886,2.503000021,2.352999926,2.387000084,2.387000084,2945000
2016-01-12 00:00:00-05:00,2.414999962,2.471999884,2.34100008,2.374000072,2.374000072,3698000
2016-01-13 00:00:00-05:00,2.372999907,2.392499924,2.125,2.138000011,2.138000011,5105000
2016-01-14 00:00:00-05:00,2.144000053,2.144000053,1.985000014,2.063999891,2.063999891,8137000
2016-01-15 00:00:00-05:00,2.023999929,2.023999929,1.84800005,1.988999963,1.988999963,9212000
2016-01-19 00:00:00-05:00,2.142999887,2.154999971,2.017999887,2.029999971,2.029999971,8835000
2016-01-20 00:00:00-05:00,2,2.095000029,1.860999942,2.052999973,2.052999973,5026000
2016-01-21 00:00:00-05:00,2.092999935,2.339999914,2.055999994,2.279000044,2.279000044,11028000
2016-01-22 00:00:00-05:00,2.346999884,2.371000051,2.263999939,2.306999922,2.306999922,7820000
2016-01-25 00:00:00-05:00,2.312999964,2.368000031,2.266000032,2.312999964,2.312999964,3380000
2016-01-26 00:00:00-05:00,2.344000101,2.351000071,2.238500118,2.309000015,2.309000015,1756000
2016-01-27 00:00:00-05:00,2.292000055,2.323999882,2.200000048,2.200000048,2.200000048,2890000
2016-01-28 00:00:00-05:00,2.226999998,2.289999962,2.200999975,2.25,2.25,3153000
2016-01-29 00:00:00-05:00,2.249000072,2.329999924,2.236999989,2.322000027,2.322000027,5384000
2016-02-01 00:00:00-05:00,2.325999975,2.371000051,2.286000013,2.352999926,2.352999926,3734000
2016-02-02 00:00:00-05:00,2.326999903,2.351500034,2.219000101,2.262000084,2.262000084,5387000
2016-02-03 00:00:00-05:00,2.289000034,2.302999973,2.171999931,2.299999952,2.299999952,5558000
2016-02-04 00:00:00-05:00,2.286000013,2.378999949,2.280999899,2.34800005,2.34800005,3637000
2016-02-05 00:00:00-05:00,2.332999945,2.343499899,2.127000093,2.187000036,2.187000036,13918000
2016-02-08 00:00:00-05:00,2.15199995,2.174999952,1.991999984,2.038000107,2.038000107,6237000
2016-02-09 00:00:00-05:00,2.032000065,2.102999926,1.968999982,1.985000014,1.985000014,3927000
2016-02-10 00:00:00-05:00,2.000999928,2.056999922,1.984500051,1.996999979,1.996999979,1602000
2016-02-11 00:00:00-05:00,1.950000048,1.998999953,1.889999986,1.937000036,1.937000036,2126000
2016-02-12 00:00:00-05:00,1.93900001,1.985000014,1.85800004,1.932999969,1.932999969,4952000
2016-02-16 00:00:00-05:00,2.053999901,2.14199996,1.981999993,2.049999952,2.049999952,11851000
2016-02-17 00:00:00-05:00,2.428999901,2.480999947,2.164000034,2.236999989,2.236999989,34914000
2016-02-18 00:00:00-05:00,2.299000025,2.316999912,2.055000067,2.059000015,2.059000015,14585000
2016-02-19 00:00:00-05:00,2.022000074,2.075000048,1.983999968,2.056999922,2.056999922,6386000
2016-02-22 00:00:00-05:00,2.079999924,2.138999939,2.061000109,2.121000051,2.121000051,7640000
2016-02-23 00:00:00-05:00,2.105999947,2.137000084,1.950999975,2.003999949,2.003999949,13058000
2016-02-24 00:00:00-05:00,1.976999998,2.118999958,1.968000054,2.101999998,2.101999998,9715000
2016-02-25 00:00:00-05:00,2.132999897,2.183000088,2.076999903,2.165999889,2.165999889,12715000
2016-02-26 00:00:00-05:00,2.16899991,2.211999893,2.131999969,2.200000048,2.200000048,11062000
2016-02-29 00:00:00-05:00,2.203000069,2.289999962,2.190000057,2.237999916,2.237999916,6481000
2016-03-01 00:00:00-05:00,2.26699996,2.286999941,2.200999975,2.269000053,2.269000053,6927000
2016-03-02 00:00:00-05:00,2.263999939,2.444000006,2.246999979,2.436000109,2.436000109,14958000
2016-03-03 00:00:00-05:00,2.436000109,2.571000099,2.367500067,2.427000046,2.427000046,12105000
2016-03-04 00:00:00-05:00,2.450999975,2.549999952,2.440000057,2.516000032,2.516000032,8772000
2016-03-07 00:00:00-05:00,2.5,2.59100008,2.476999998,2.586999893,2.586999893,8619000
2016-03-08 00:00:00-05:00,2.621000051,2.698999882,2.595000029,2.678999901,2.678999901,13482000
2016-03-09 00:00:00-05:00,2.690999985,2.690999985,2.601999998,2.607000113,2.607000113,9499000
2016-03-10 00:00:00-05:00,2.642999887,2.644999981,2.530999899,2.539000034,2.539000034,4906000
2016-03-11 00:00:00-05:00,2.575000048,2.677000046,2.563999891,2.670000076,2.670000076,6347000
2016-03-14 00:00:00-04:00,2.693000078,2.700000048,2.625,2.657999992,2.657999992,2150000
2016-03-15 00:00:00-04:00,2.63499999,2.645400047,2.565599918,2.582999945,2.582999945,2693000
2016-03-16 00:00:00-04:00,2.584000111,2.694999933,2.556999922,2.680000067,2.680000067,4010000
2016-03-17 00:00:00-04:00,2.688999891,2.723999977,2.655999899,2.714999914,2.714999914,5608000
2016-03-18 00:00:00-04:00,2.809000015,2.878000021,2.752000093,2.848999977,2.848999977,14563000
2016-03-21 00:00:00-04:00,2.84800005,2.862999916,2.765000105,2.803999901,2.803999901,4082000
2016-03-22 00:00:00-04:00,2.776000023,2.813999891,2.70600009,2.750999928,2.750999928,6682000
2016-03-23 00:00:00-04:00,2.727999926,2.759000063,2.608999968,2.619999886,2.619999886,3816000
2016-03-24 00:00:00-04:00,2.75,2.778000116,2.611999989,2.698999882,2.698999882,6823000
2016-03-28 00:00:00-04:00,2.767999887,2.780999899,2.687999964,2.759000063,2.759000063,5444000
2016-03-29 00:00:00-04:00,2.753000021,2.808000088,2.734999895,2.796999931,2.796999931,4030000
2016-03-30 00:00:00-04:00,2.825000048,2.861999989,2.773999929,2.77699995,2.77699995,5441000
2016-03-31 00:00:00-04:00,2.796000004,2.859899998,2.796000004,2.821000099,2.821000099,5311000
2016-04-01 00:00:00-04:00,2.788000107,2.867000103,2.756500006,2.845000029,2.845000029,6528000
2016-04-04 00:00:00-04:00,2.90199995,2.998899937,2.875,2.930000067,2.930000067,16197000
2016-04-05 00:00:00-04:00,2.924000025,2.924000025,2.864000082,2.875,2.875,5587000
2016-04-06 00:00:00-04:00,2.882999897,2.973999977,2.878000021,2.950000048,2.950000048,4938000
2016-04-07 00:00:00-04:00,2.947000027,2.969000101,2.894099951,2.921000004,2.921000004,3203000
2016-04-08 00:00:00-04:00,2.941999912,3,2.924000025,2.954999924,2.954999924,4434000
2016-04-11 00:00:00-04:00,2.993999958,3.000999928,2.950000048,2.951999903,2.951999903,5686000
2016-04-12 00:00:00-04:00,2.950000048,3.009000063,2.927999973,2.976999998,2.976999998,4080000
2016-04-13 00:00:00-04:00,2.996000051,3.028000116,2.974999905,2.980000019,2.980000019,4949000
2016-04-14 00:00:00-04:00,3.02699995,3.098999977,2.984999895,3.095999956,3.095999956,6278000
2016-04-15 00:00:00-04:00,3.101999998,3.108999968,3.055000067,3.096999884,3.096999884,2904000
2016-04-18 00:00:00-04:00,3.107000113,3.194999933,3.023000002,3.153000116,3.153000116,6208000
2016-04-19 00:00:00-04:00,3.193000078,3.239000082,3.150000095,3.204999924,3.204999924,4838000
2016-04-20 00:00:00-04:00,3.226000071,3.230999947,3.150000095,3.150000095,3.150000095,4421000
2016-04-21 00:00:00-04:00,3.164999962,3.196000099,3.13499999,3.153000116,3.153000116,2629000
2016-04-22 00:00:00-04:00,3.153000116,3.198999882,3.119999886,3.180999994,3.180999994,2242000
2016-04-25 00:00:00-04:00,3.190000057,3.198800087,3.079999924,3.112999916,3.112999916,3258000
2016-04-26 00:00:00-04:00,3.138999939,3.15899992,3.088999987,3.147000074,3.147000074,2167000
2016-04-27 00:00:00-04:00,3.148999929,3.200000048,3.125,3.183000088,3.183000088,2407000
2016-04-28 00:00:00-04:00,3.20600009,3.210000038,3.148999929,3.174999952,3.174999952,2825000
2016-04-29 00:00:00-04:00,3.186000109,3.227999926,3.164999962,3.184999943,3.184999943,3652000
2016-05-02 00:00:00-04:00,3.187999964,3.187999964,3.082000017,3.141000032,3.141000032,5063000
2016-05-03 00:00:00-04:00,3.099999905,3.134299994,3.065000057,3.073999882,3.073999882,4248000
2016-05-04 00:00:00-04:00,3.072999954,3.114000082,2.805000067,2.960999966,2.960999966,18391000
2016-05-05 00:00:00-04:00,2.953000069,2.980000019,2.809999943,2.851999998,2.851999998,10546000
2016-05-06 00:00:00-04:00,2.839999914,2.839999914,2.743000031,2.772000074,2.772000074,7288000
2016-05-09 00:00:00-04:00,2.743000031,2.75,2.569999933,2.645999908,2.645999908,16236000
2016-05-10 00:00:00-04:00,2.657000065,2.674000025,2.615999937,2.663000107,2.663000107,5851000
2016-05-11 00:00:00-04:00,2.663000107,2.663000107,2.595999956,2.627000093,2.627000093,4103000
2016-05-12 00:00:00-04:00,2.631000042,2.713999987,2.631000042,2.694999933,2.694999933,6330000
2016-05-13 00:00:00-04:00,2.690999985,2.717999935,2.496000051,2.628999949,2.628999949,3966000
2016-05-16 00:00:00-04:00,2.644000053,2.660000086,2.601000071,2.615999937,2.615999937,5208000
2016-05-17 00:00:00-04:00,2.617000103,2.694999933,2.601000071,2.680000067,2.680000067,6887000
2016-05-18 00:00:00-04:00,2.664999962,2.747999907,2.61500001,2.634000063,2.634000063,6253000
2016-05-19 00:00:00-04:00,2.607000113,2.628999949,2.569999933,2.596999884,2.596999884,7604000
2016-05-20 00:00:00-04:00,2.599999905,2.638999939,2.599999905,2.609999895,2.609999895,3666000
2016-05-23 00:00:00-04:00,2.61500001,2.729000092,2.608999968,2.681999922,2.681999922,7127000
2016-05-24 00:00:00-04:00,2.667999983,2.736999989,2.641000032,2.70600009,2.70600009,8433000
2016-05-25 00:00:00-04:00,2.710000038,2.832999945,2.703999996,2.819999933,2.819999933,9241000
2016-05-26 00:00:00-04:00,2.839999914,2.839999914,2.75999999,2.776000023,2.776000023,3638000
2016-05-27 00:00:00-04:00,2.76699996,2.868999958,2.762000084,2.857000113,2.857000113,3978000
2016-05-31 00:00:00-04:00,2.878999949,2.940999985,2.859999895,2.928999901,2.928999901,8526000
2016-06-01 00:00:00-04:00,3.015000105,3.131000042,2.99000001,3.107000113,3.107000113,27180000
2016-06-02 00:00:00-04:00,3.025000095,3.089999914,2.980000019,2.983999968,2.983999968,12774000
2016-06-03 00:00:00-04:00,2.999000072,3.015000105,2.930000067,2.957999945,2.957999945,4965000
2016-06-06 00:00:00-04:00,2.971999884,3.007999897,2.944999933,3,3,9872000
2016-06-07 00:00:00-04:00,2.99000001,3.013999939,2.959000111,2.986000061,2.986000061,10184000
2016-06-08 00:00:00-04:00,2.992000103,3.038000107,2.98300004,3.009000063,3.009000063,6773000
2016-06-09 00:00:00-04:00,2.992000103,3.012000084,2.934999943,2.940999985,2.940999985,4979000
2016-06-10 00:00:00-04:00,2.90199995,2.920000076,2.812999964,2.828000069,2.828000069,6365000
2016-06-13 00:00:00-04:00,2.815000057,2.842999935,2.775000095,2.799000025,2.799000025,3260000
2016-06-14 00:00:00-04:00,2.785000086,2.907000065,2.775000095,2.904999971,2.904999971,4150000
2016-06-15 00:00:00-04:00,2.901000023,2.947999954,2.861999989,2.865999937,2.865999937,3754000
2016-06-16 00:00:00-04:00,2.864000082,2.864000082,2.776000023,2.836999893,2.836999893,2870000
2016-06-17 00:00:00-04:00,2.852999926,2.911999941,2.821000099,2.894000053,2.894000053,3440000
2016-06-20 00:00:00-04:00,2.926000118,3.007999897,2.890000105,2.976999998,2.976999998,9537000
2016-06-21 00:00:00-04:00,2.96600008,3.002000093,2.947000027,2.986999989,2.986999989,6177000
2016-06-22 00:00:00-04:00,2.976000071,3.015500069,2.953999996,2.980999947,2.980999947,3830000
